cve_id,affected_vendor,published,vulnerability
CVE-2020-15418,Veeam,08/07/2020,Veeam ONE SSRSReport GetCustomElementText XML External Entity Processing Information Disclosure Vulnerability
CVE-2020-1457,Microsoft,08/07/2020,Microsoft Windows hevcdecoder_store HEIC File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-1425,Microsoft,08/07/2020,Microsoft Windows hevcdecoder_store HEIC File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-1425,Microsoft,08/07/2020,Microsoft Windows hevcdecoder_store HEIC File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-1425,Microsoft,08/07/2020,Microsoft Windows hevcdecoder_store HEIC File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-1425,Microsoft,08/07/2020,Microsoft Windows hevcdecoder_store HEIC File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-1425,Microsoft,07/07/2020,Microsoft Windows hevcdecoder_store MKV File Parsing Use-After-Free Remote Code Execution Vulnerability
CVE-2019-13511,Rockwell Automation,07/07/2020,Rockwell Automation Arena Simulation DOE File Parsing Use-After-Free Remote Code Execution Vulnerability
CVE-2019-13511,Rockwell Automation,07/07/2020,Rockwell Automation Arena Simulation DOE File Parsing Use-After-Free Remote Code Execution Vulnerability
CVE-2019-13511,Rockwell Automation,07/07/2020,Rockwell Automation Arena Simulation DOE File Parsing Use-After-Free Remote Code Execution Vulnerability
CVE-2019-13511,Rockwell Automation,07/07/2020,Rockwell Automation Arena Simulation DOE File Parsing Use-After-Free Remote Code Execution Vulnerability
CVE-2019-13511,Rockwell Automation,07/07/2020,Rockwell Automation Arena Simulation DOE File Parsing Use-After-Free Remote Code Execution Vulnerability
CVE-2020-10922,C-MORE,07/07/2020,C-MORE HMI EA9 EA-HTTP Improper Input Validation Denial-of-Service Vulnerability
CVE-2020-10920,C-MORE,07/07/2020,C-MORE HMI EA9 Control Port Missing Authentication for Critical Function Remote Code Execution Vulnerability
CVE-2020-10921,C-MORE,07/07/2020,C-MORE HMI EA9 EA-HTTP Missing Authentication for Critical Function Remote Code Execution Vulnerability
CVE-2020-10919,C-MORE,07/07/2020,C-MORE HMI EA9 Weak Cryptography for Passwords Information Disclosure Vulnerability
CVE-2020-10918,C-MORE,07/07/2020,C-MORE HMI EA9 Authentication Bypass Vulnerability
CVE-2020-1425,Microsoft,07/07/2020,Microsoft Windows hevcdecoder_store HEIC File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-6013,Check Point,02/07/2020,Check Point ZoneAlarm Symlink Following Privilege Escalation Vulnerability
CVE-2020-1425,Microsoft,01/07/2020,Microsoft Windows hevcdecoder_store HEIC File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-1457,Microsoft,01/07/2020,Microsoft Windows hevcdecoder_store HEIC File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
,ICONICS,01/07/2020,(Pwn2Own) ICONICS Genesis64 PKGX Improper Verification of Cryptographic Signature Remote Code Execution Vulnerability
,Delta Industrial Automation,01/07/2020,(0Day) Delta Industrial Automation DOPSoft DPA File Parsing EnRcpNoName Out-Of-Bounds Read Information Disclosure Vulnerability
,Delta Industrial Automation,01/07/2020,(0Day) Delta Industrial Automation DOPSoft DPA File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
,Delta Industrial Automation,01/07/2020,(0Day) Delta Industrial Automation DOPSoft DPA File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
,Delta Industrial Automation,01/07/2020,(0Day) Delta Industrial Automation DOPSoft DPA File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
,Delta Industrial Automation,01/07/2020,(0Day) Delta Industrial Automation DOPSoft DPA File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
,Delta Industrial Automation,01/07/2020,(0Day) Delta Industrial Automation DOPSoft DPA File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
,Delta Industrial Automation,01/07/2020,(0Day) Delta Industrial Automation DOPSoft DPA File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
,Delta Industrial Automation,01/07/2020,(0Day) Delta Industrial Automation DOPSoft DPA File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
,Delta Industrial Automation,01/07/2020,(0Day) Delta Industrial Automation DOPSoft DPA File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
,Delta Industrial Automation,01/07/2020,(0Day) Delta Industrial Automation DOPSoft DPA File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
,Delta Industrial Automation,01/07/2020,(0Day) Delta Industrial Automation DOPSoft DPA File Parsing Heap-based Buffer Overflow Remote Code Execution Vulnerability
,Delta Industrial Automation,01/07/2020,(0Day) Delta Industrial Automation DOPSoft DPA File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
,Delta Industrial Automation,01/07/2020,(0Day) Delta Industrial Automation DOPSoft DPA File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-3969,VMware,30/06/2020,VMware Workstation SVGA3D Command Heap Overflow Privilege Escalation Vulnerability
CVE-2020-3962,VMware,30/06/2020,VMware Workstation SVGA DXInvalidateContext Use-After-Free Privilege Escalation Vulnerability
CVE-2020-3967,VMware,30/06/2020,VMware Workstation EHCI Heap-based Buffer Overflow Privilege Escalation Vulnerability
CVE-2020-3966,VMware,30/06/2020,VMware Workstation EHCI Time-Of-Check Time-Of-Use Privilege Escalation Vulnerability
CVE-2020-3970,VMware,30/06/2020,VMware Workstation Shader Bytecode Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-3968,VMware,30/06/2020,VMware Workstation xHCI Isoch TD Out-Of-Bounds Write Privilege Escalation Vulnerability
CVE-2020-12015,ICONICS,30/06/2020,(Pwn2Own) ICONICS Genesis64 IcoFwxServer Deserialization Of Untrusted Data Remote Code Execution Vulnerability
CVE-2020-12013,ICONICS,30/06/2020,ICONICS Genesis64 TestQuery SQL Injection Remote Code Execution Vulnerability
CVE-2020-12011,ICONICS,30/06/2020,(Pwn2Own) ICONICS Genesis64 VariantClear Out-Of-Bounds Access Remote Code Execution Vulnerability
CVE-2020-12009,ICONICS,30/06/2020,(Pwn2Own) ICONICS Genesis64 PKGX WbPackAndGoSettings Absolute Path Traversal Remote Code Execution Vulnerability
CVE-2020-12007,ICONICS,30/06/2020,(Pwn2Own) ICONICS Genesis64 fwxserver Deserialization Denial-Of-Service Vulnerability
CVE-2020-15628,CentOS Web Panel,26/06/2020,(0Day) CentOS Web Panel ajax_mail_autoreply user SQL Injection Information Disclosure Vulnerability
CVE-2020-15627,CentOS Web Panel,25/06/2020,(0Day) CentOS Web Panel ajax_mail_autoreply account SQL Injection Information Disclosure Vulnerability
CVE-2020-15626,CentOS Web Panel,25/06/2020,(0Day) CentOS Web Panel ajax_dashboard term SQL Injection Information Disclosure Vulnerability
CVE-2020-15625,CentOS Web Panel,25/06/2020,(0Day) CentOS Web Panel ajax_add_mailbox username SQL Injection Information Disclosure Vulnerability
CVE-2020-15624,CentOS Web Panel,25/06/2020,(0Day) CentOS Web Panel ajax_new_account domain SQL Injection Information Disclosure Vulnerability
CVE-2020-15623,CentOS Web Panel,25/06/2020,(0Day) CentOS Web Panel ajax_mod_security archivo Arbitrary File Write Remote Code Execution Vulnerability
CVE-2020-15622,CentOS Web Panel,25/06/2020,(0Day) CentOS Web Panel ajax_mail_autoreply search SQL Injection Information Disclosure Vulnerability
CVE-2020-15621,CentOS Web Panel,25/06/2020,(0Day) CentOS Web Panel ajax_mail_autoreply email SQL Injection Information Disclosure Vulnerability
CVE-2020-15620,CentOS Web Panel,25/06/2020,(0Day) CentOS Web Panel ajax_list_accounts id SQL Injection Information Disclosure Vulnerability
CVE-2020-15619,CentOS Web Panel,25/06/2020,(0Day) CentOS Web Panel ajax_list_accounts type SQL Injection Information Disclosure Vulnerability
CVE-2020-15618,CentOS Web Panel,25/06/2020,(0Day) CentOS Web Panel ajax_list_accounts username SQL Injection Information Disclosure Vulnerability
CVE-2020-15617,CentOS Web Panel,25/06/2020,(0Day) CentOS Web Panel ajax_list_accounts status SQL Injection Information Disclosure Vulnerability
CVE-2020-15616,CentOS Web Panel,25/06/2020,(0Day) CentOS Web Panel ajax_list_accounts package SQL Injection Information Disclosure Vulnerability
CVE-2020-15615,CentOS Web Panel,25/06/2020,(0Day) CentOS Web Panel ajax_ftp_manager Command Injection Remote Code Execution Vulnerability
CVE-2020-15614,CentOS Web Panel,25/06/2020,(0Day) CentOS Web Panel ajax_php_pecl cha Command Injection Remote Code Execution Vulnerability
CVE-2020-15613,CentOS Web Panel,25/06/2020,(0Day) CentOS Web Panel ajax_admin_apis line Command Injection Remote Code Execution Vulnerability
CVE-2020-15612,CentOS Web Panel,25/06/2020,(0Day) CentOS Web Panel ajax_ftp_manager userLogin Command Injection Remote Code Execution Vulnerability
CVE-2020-15611,CentOS Web Panel,25/06/2020,(0Day) CentOS Web Panel ajax_dashboard service_restart Command Injection Remote Code Execution Vulnerability
CVE-2020-15610,CentOS Web Panel,25/06/2020,(0Day) CentOS Web Panel ajax_php_pecl modulo Command Injection Remote Code Execution Vulnerability
CVE-2020-15609,CentOS Web Panel,25/06/2020,(0Day) CentOS Web Panel ajax_dashboard service_stop Command Injection Remote Code Execution Vulnerability
CVE-2020-15608,CentOS Web Panel,25/06/2020,(0Day) CentOS Web Panel ajax_dashboard ai_service Command Injection Remote Code Execution Vulnerability
CVE-2020-15607,CentOS Web Panel,25/06/2020,(0Day) CentOS Web Panel ajax_admin_apis line Command Injection Remote Code Execution Vulnerability
CVE-2020-15606,CentOS Web Panel,25/06/2020,(0Day) CentOS Web Panel ajax_admin_apis Command Injection Remote Code Execution Vulnerability
CVE-2020-15435,CentOS Web Panel,25/06/2020,(0Day) CentOS Web Panel ajax_dashboard service_start Command Injection Remote Code Execution Vulnerability
CVE-2020-15434,CentOS Web Panel,25/06/2020,(0Day) CentOS Web Panel ajax_php_pecl canal Command Injection Remote Code Execution Vulnerability
CVE-2020-15433,CentOS Web Panel,25/06/2020,(0Day) CentOS Web Panel ajax_php_pecl phpversion Command Injection Remote Code Execution Vulnerability
CVE-2020-15432,CentOS Web Panel,25/06/2020,(0Day) CentOS Web Panel ajax_migration_cpanel filespace Command Injection Remote Code Execution Vulnerability
CVE-2020-15431,CentOS Web Panel,25/06/2020,(0Day) CentOS Web Panel ajax_crons user Command Injection Remote Code Execution Vulnerability
CVE-2020-15430,CentOS Web Panel,25/06/2020,(0Day) CentOS Web Panel ajax_list_accounts username Command Injection Remote Code Execution Vulnerability
CVE-2020-15429,CentOS Web Panel,25/06/2020,(0Day) CentOS Web Panel ajax_crons user Command Injection Remote Code Execution Vulnerability
CVE-2020-15428,CentOS Web Panel,25/06/2020,(0Day) CentOS Web Panel ajax_crons line Command Injection Remote Code Execution Vulnerability
CVE-2020-15427,CentOS Web Panel,25/06/2020,(0Day) CentOS Web Panel ajax_disk_usage folderName Command Injection Remote Code Execution Vulnerability
CVE-2020-15426,CentOS Web Panel,25/06/2020,(0Day) CentOS Web Panel ajax_migration_cpanel serverip Command Injection Remote Code Execution Vulnerability
CVE-2020-15425,CentOS Web Panel,25/06/2020,(0Day) CentOS Web Panel ajax_mod_security Command Injection Remote Code Execution Vulnerability
CVE-2020-15424,CentOS Web Panel,25/06/2020,(0Day) CentOS Web Panel ajax_mod_security domain Command Injection Remote Code Execution Vulnerability
CVE-2020-15423,CentOS Web Panel,25/06/2020,(0Day) CentOS Web Panel ajax_mod_security dominio Command Injection Remote Code Execution Vulnerability
CVE-2020-15422,CentOS Web Panel,25/06/2020,(0Day) CentOS Web Panel ajax_mod_security archivo Command Injection Remote Code Execution Vulnerability
CVE-2020-15421,CentOS Web Panel,25/06/2020,(0Day) CentOS Web Panel ajax_mod_security check_ip Command Injection Remote Code Execution Vulnerability
CVE-2020-15420,CentOS Web Panel,25/06/2020,(0Day) CentOS Web Panel loader_ajax line Command Injection Remote Code Execution Vulnerability
,NEC,25/06/2020,(0Day) NEC ESMPRO Manager GetEuaLogDownloadAction Directory Traversal Information Disclosure Vulnerability
CVE-2020-12033,Rockwell Automation,22/06/2020,(Pwn2Own) Rockwell Automation FactoryTalk View SE AddAgent Missing Authentication for Critical Function Remote Code Execution Vulnerability
,Rockwell Automation,22/06/2020,(Pwn2Own) Rockwell Automation FactoryTalk View SE RegisterEDSFiles Directory Traversal Remote Code Execution Vulnerability
CVE-2020-12001,Rockwell Automation,22/06/2020,(Pwn2Own) Rockwell Automation FactoryTalk Linx CopyRenameProject Directory Traversal Remote Code Execution Vulnerability
CVE-2020-12027,Rockwell Automation,22/06/2020,(Pwn2Own) Rockwell Automation Studio 5000 Version Missing Authentication for Critical Function Information Disclosure Vulnerability
CVE-2020-12031-,Rockwell Automation,22/06/2020,(Pwn2Own) Rockwell Automation FactoryTalk View SE Project File Parsing Out-Of-Bounds Access Remote Code Execution Vulnerability
CVE-2020-12029,Rockwell Automation,22/06/2020,(Pwn2Own) Rockwell Automation FactoryTalk View SE Directory Traversal Remote Code Execution Vulnerability
CVE-2020-12028,Rockwell Automation,22/06/2020,(Pwn2Own) Rockwell Automation FactoryTalk View SE Backup Missing Authentication for Critical Function Vulnerability
CVE-2020-12027,Rockwell Automation,22/06/2020,(Pwn2Own) Rockwell Automation FactoryTalk View SE GetHMIProjectPaths Missing Authentication for Critical Function Information Disclosure Vulnerability
CVE-2020-12027,Rockwell Automation,22/06/2020,(Pwn2Own) Rockwell Automation FactoryTalk View SE GetHMIProjects Missing Authentication for Critical Function Information Disclosure Vulnerability
CVE-2020-9662,Adobe,18/06/2020,Adobe After Effects MP4 File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-9660,Adobe,18/06/2020,Adobe After Effects MP4 File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-9661,Adobe,18/06/2020,Adobe After Effects 3GP File Parsing Out-Of-Bounds Read Remote Code Execution Vulnerability
CVE-2020-9655,Adobe,18/06/2020,Adobe Premiere Rush 3GP File Parsing Out-Of-Bounds Read Remote Code Execution Vulnerability
CVE-2020-9656,Adobe,18/06/2020,Adobe Premiere Rush MP4 File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-9657,Adobe,18/06/2020,Adobe Premiere Rush MP4 File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-9659,Adobe,18/06/2020,Adobe Audition MP4 File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-9658,Adobe,18/06/2020,Adobe Audition MP4 File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-9652,Adobe,18/06/2020,Adobe Premiere Pro 3GP File Parsing Out-Of-Bounds Read Remote Code Execution Vulnerability
CVE-2020-9653,Adobe,18/06/2020,Adobe Premiere Pro MP4 File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-9654,Adobe,18/06/2020,Adobe Premiere Pro MP4 File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
,Docker,15/06/2020,Docker Desktop Execution with Unnecessary Privileges Privilege Escalation Vulnerability
,Inductive Automation,15/06/2020,(0Day) (Pwn2Own) Inductive Automation Ignition ServerMessageHeader Deserialization of Untrusted Data Information Disclosure Vulnerability
,NETGEAR,15/06/2020,(0Day) NETGEAR R6700 httpd strtblupgrade Stack-based Buffer Overflow Remote Code Execution Vulnerability
,NETGEAR,15/06/2020,(0Day) NETGEAR R6700 httpd Firmware Upload Stack-based Buffer Overflow Remote Code Execution Vulnerability
,NETGEAR,15/06/2020,(0Day) NETGEAR R6700 httpd Improper Access Control Information Disclosure Vulnerability
CVE-2020-4216,IBM,15/06/2020,IBM Spectrum Protect Plus Hardcoded Username And Password Authentication Bypass Vulnerability
,NETGEAR,15/06/2020,(0Day) NETGEAR R6700 httpd strtblupgrade Integer Overflow Remote Code Execution Vulnerability
,NETGEAR,15/06/2020,(0Day) NETGEAR R6700 httpd strtblupgrade Heap-based Buffer Overflow Remote Code Execution Vulnerability
,NETGEAR,15/06/2020,(0Day) (Pwn2Own) NETGEAR R6700 check_ra Use of a Broken or Risky Cryptographic Algorithm Remote Code Execution Vulnerability
,NETGEAR,15/06/2020,(0Day) (Pwn2Own) NETGEAR R6700 check_ra Download of Code Without Integrity Check Remote Code Execution Vulnerability
,NETGEAR,15/06/2020,(0Day) (Pwn2Own) NETGEAR R6700 check_ra Improper Certificate Validation Remote Code Execution Vulnerability
,NETGEAR,15/06/2020,(0Day) (Pwn2Own) NETGEAR R6700 UPnP NewBlockSiteName Stack-based Buffer Overflow Remote Code Execution Vulnerability
,NETGEAR,15/06/2020,(0Day) (Pwn2Own) NETGEAR R6700 UPnP SOAPAction Authentication Bypass Vulnerability
CVE-2020-7280,McAfee,15/06/2020,McAfee VirusScan Enterprise Junction Privilege Escalation Vulnerability
,Apple,09/06/2020,(0Day) (Pwn2Own) Apple macOS Quarantine Attribute Bypass Vulnerability
CVE-2020-9634,Adobe,09/06/2020,Adobe FrameMaker GIF File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-9635,Adobe,09/06/2020,Adobe FrameMaker PDF File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-1219,Microsoft,09/06/2020,Microsoft Chakra Intl Object Type Confusion Remote Code Execution Vulnerability
CVE-2020-1239,Microsoft,09/06/2020,Microsoft Windows Media Player mpg2splt Integer Underflow Remote Code Execution Vulnerability
CVE-2020-1238,Microsoft,09/06/2020,Microsoft Windows Media Foundation Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-1238,Microsoft,09/06/2020,Microsoft Windows Media Foundation Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-1181,Microsoft,09/06/2020,Microsoft SharePoint Server Web Part Remote Code Execution Vulnerability
CVE-2020-1232,Microsoft,09/06/2020,Microsoft Windows Media Player DTS Stream Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-1207,Microsoft,09/06/2020,Microsoft Windows win32kfull PDEVOBJ Use-After-Free Privilege Escalation Vulnerability
CVE-2020-13818,ManageEngine,09/06/2020,ManageEngine OpManager OpmSkipFilter Directory Traversal Information Disclosure Vulnerability
CVE-2020-4449,IBM,05/06/2020,IBM WebSphere Application Server IIOP Deserialization of Untrusted Data Information Disclosure Vulnerability
CVE-2020-4450,IBM,05/06/2020,IBM WebSphere Application Server IIOP Deserialization of Untrusted Data Remote Code Execution Vulnerability
CVE-2020-4448,IBM,05/06/2020,IBM WebSphere UploadFileArgument Directory Traversal Remote Code Execution Vulnerability
CVE-2020-12000,Inductive Automation,01/06/2020,(Pwn2Own) Inductive Automation Ignition ServerMessageHeader Deserialization Of Untrusted Data Remote Code Execution Vulnerability
CVE-2020-10644,Inductive Automation,01/06/2020,(Pwn2Own) Inductive Automation Ignition getDiffs Deserialization Of Untrusted Data Remote Code Execution Vulnerability
CVE-2020-12004,Inductive Automation,01/06/2020,(Pwn2Own) Inductive Automation Ignition getDiffs Missing Authentication for Critical Function Information Disclosure Vulnerability
CVE-2020-10917,NEC,01/06/2020,NEC ESMPRO Manager RMI Deserialization of Untrusted Data Remote Code Execution Vulnerability
CVE-2020-9841,Apple,28/05/2020,Apple macOS SkyLight Integer Overflow Privilege Escalation Vulnerability
CVE-2020-9800,Apple,28/05/2020,Apple Safari HasIndexedProperty Type Confusion Remote Code Execution Vulnerability
CVE-2020-9839,Apple,28/05/2020,(Pwn2Own) Apple macOS cfprefsd Time-Of-Check Time-Of-Use Privilege Escalation Vulnerability
CVE-2020-9856,Apple,28/05/2020,(Pwn2Own) Apple macOS Core Virtual Machine Service Heap-based Buffer Overflow Vulnerability
CVE-2020-9801,Apple,28/05/2020,(Pwn2Own) Apple Safari Symbolic Link Arbitrary Application Execution Vulnerability
CVE-2020-8604,Trend Micro,27/05/2020,Trend Micro InterScan Web Security Virtual Appliance Apache Solr Directory Traversal Information Disclosure Vulnerability
CVE-2020-8606,Trend Micro,27/05/2020,Trend Micro InterScan Web Security Virtual Appliance Apache Solr Authentication Bypass Vulnerability
CVE-2020-8605,Trend Micro,27/05/2020,Trend Micro InterScan Web Security Virtual Appliance Command Injection Remote Code Execution Vulnerability
CVE-2020-8603,Trend Micro,27/05/2020,Trend Micro InterScan Web Security Virtual Appliance Cross-Site Scripting Vulnerability
CVE-2020-9815,Apple,27/05/2020,Apple macOS AudioToolboxCore CAF File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-9816,Apple,27/05/2020,Apple macOS libFontParser Font Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-9850,Apple,27/05/2020,(Pwn2Own) Apple Safari In Operator JIT Type Confusion Remote Code Execution Vulnerability
CVE-2020-9791,Apple,27/05/2020,Apple macOS AudioToolboxCore AIFF File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-9617,Adobe,25/05/2020,Adobe Premiere Rush MOV File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-9616,Adobe,25/05/2020,Adobe Premiere Pro MOV File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-9586,Adobe,25/05/2020,Adobe Character Animator EPS BoundingBox Element Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-9618,Adobe,25/05/2020,Adobe Audition MOV File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
,Microsoft,19/05/2020,(0Day) Microsoft Windows WLAN Connection Profile Missing Authentication Privilege Escalation Vulnerability
CVE-2020-0916,Microsoft,19/05/2020,(0Day) Microsoft Windows splwow64 Untrusted Pointer Dereference Privilege Escalation Vulnerability
CVE-2020-0915,Microsoft,19/05/2020,(0Day) Microsoft Windows splwow64 Untrusted Pointer Dereference Information Disclosure Vulnerability
CVE-2020-0986,Microsoft,19/05/2020,(0Day) Microsoft Windows splwow64 Untrusted Pointer Dereference Privilege Escalation Vulnerability
CVE-2020-0915,Microsoft,19/05/2020,(0Day) Microsoft Windows splwow64 Untrusted Pointer Dereference Privilege Escalation Vulnerability
CVE-2020-7455,FreeBSD,19/05/2020,FreeBSD Kernel NAT Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-7454,FreeBSD,19/05/2020,FreeBSD Kernel NAT Out-Of-Bounds Access Remote Code Execution Vulnerability
CVE-2020-7454,FreeBSD,19/05/2020,FreeBSD Kernel NAT Out-Of-Bounds Access Remote Code Execution Vulnerability
CVE-2020-7493,Schneider Electric,14/05/2020,Schneider Electric EcoStruxure Operator Terminal Expert VXDZ File Parsing Directory Traversal Remote Code Execution Vulnerability
CVE-2020-7495,Schneider Electric,14/05/2020,(Pwn2Own) Schneider Electric EcoStructure Operator Terminal Expert ZIP Path Traversal Remote Code Execution Vulnerability
CVE-2020-7494,Schneider Electric,14/05/2020,(Pwn2Own) Schneider Electric EcoStructure Operator Terminal Expert VXDZ Arbitrary Library Load Remote Code Execution Vulnerability
CVE-2020-12019,Advantech,14/05/2020,(0Day) Advantech WebAccess Node Incorrect Permission Assignment Privilege Escalation Vulnerability
CVE-2020-12019,Advantech,14/05/2020,(0Day) Advantech WebAccess Node DATACORE Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-9612,Adobe,12/05/2020,Adobe Acrobat Reader DC JPEG2000 File Parsing Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-9597,Adobe,12/05/2020,Adobe Acrobat Reader DC JPEG File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-9606,Adobe,12/05/2020,(Pwn2Own) Adobe Acrobat Reader DC Field Use-After-Free Remote Code Execution Vulnerability
CVE-2020-6652,Eaton,12/05/2020,Eaton Intelligent Power Manager mc2 Incorrect Privilege Assignment Privilege Escalation Vulnerability
CVE-2020-6651,Eaton,12/05/2020,Eaton Intelligent Power Manager mc2 Command Injection Remote Code Execution Vulnerability
CVE-2020-1102,Microsoft,12/05/2020,Microsoft SharePoint Shared Forms Incomplete Blacklist Remote Code Execution Vulnerability
CVE-2020-0987,Microsoft,12/05/2020,Microsoft Windows EMF EMR_SETDIBITSTODEVICE Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-1135,Microsoft,12/05/2020,(Pwn2Own) Microsoft Windows DirectComposition SetReferenceArrayProperty Use-After-Free Privilege Escalation Vulnerability
CVE-2020-1062,Microsoft,12/05/2020,Microsoft Internet Explorer JScript Garbage Collection Use-After-Free Remote Code Execution Vulnerability
CVE-2020-1126,Microsoft,12/05/2020,Microsoft Windows Media Player HEVC Stream Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-1126,Microsoft,12/05/2020,Microsoft Windows Media Player HEVC Stream Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-1028,Microsoft,12/05/2020,Microsoft Windows Media Player HEVC Stream Parsing Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-1096,Microsoft,12/05/2020,Microsoft Windows PDF Library DirectWrite Use-After-Free Remote Code Execution Vulnerability
CVE-2020-1051,Microsoft,12/05/2020,Microsoft Windows JET Database Engine Memory Corruption Remote Code Execution Vulnerability
CVE-2020-1150,Microsoft,12/05/2020,Microsoft Internet Explorer CWMPErrorDlg Use-After-Free Remote Code Execution Vulnerability
CVE-2020-1176,Microsoft,12/05/2020,Microsoft Windows JET Database Engine Memory Corruption Remote Code Execution Vulnerability
CVE-2020-1174,Microsoft,12/05/2020,Microsoft Windows JET Database Engine Memory Corruption Remote Code Execution Vulnerability
CVE-2020-1175,Microsoft,12/05/2020,Microsoft Windows JET Database Engine Memory Corruption Remote Code Execution Vulnerability
CVE-2020-10638,Advantech,08/05/2020,Advantech WebAccess/SCADA BwBacNetJ Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-12002,Advantech,08/05/2020,Advantech WebAccess/SCADA BwBacNetJ Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-12002,Advantech,08/05/2020,Advantech WebAccess/SCADA BwBacNetJ Stack-based Buffer Overflow Remote Code Execution Vulnerability
,Advantech,08/05/2020,Advantech WebAccess IOCTL 0x2711 bwscrp Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10638,Advantech,08/05/2020,Advantech WebAccess/SCADA BwWebSvc IOCTL 0x00013c80 Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-12018,Advantech,08/05/2020,Advantech WebAccess/SCADA DrawSrv IOCTL 0x00002722 Out-Of-Bounds Read Information Disclosure Vulnerability
,Advantech,08/05/2020,Advantech WebAccess/SCADA DATACORE IOCTL 0x5217 Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-12018,Advantech,08/05/2020,Advantech WebAccess/SCADA ViewSrv IOCTL 0x00002722 Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-12026,Advantech,08/05/2020,Advantech WebAccess/SCADA DrawSrv IOCTL 0x0000277d Directory Traversal Remote Code Execution Vulnerability
CVE-2020-12026,Advantech,08/05/2020,Advantech WebAccess/SCADA ViewSrv IOCTL 0x0000277d Directory Traversal Remote Code Execution Vulnerability
CVE-2020-12002,Advantech,08/05/2020,Advantech WebAccess/SCADA SyntecUA Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-12002,Advantech,08/05/2020,Advantech WebAccess/SCADA OPCUA Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10638,Advantech,08/05/2020,Advantech WebAccess/SCADA ModDuDrv Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-12002,Advantech,08/05/2020,Advantech WebAccess/SCADA GpsET200 Stack-based Buffer Overflow Remote Code Execution Vulnerability
