cve_id,affected_vendor,vulnerability
CVE-2020-12007,ICONICS,(Pwn2Own) ICONICS Genesis64 fwxserver Deserialization Denial-Of-Service Vulnerability
CVE-2020-15628,CentOS Web Panel,(0Day) CentOS Web Panel ajax_mail_autoreply user SQL Injection Information Disclosure Vulnerability
CVE-2020-15627,CentOS Web Panel,(0Day) CentOS Web Panel ajax_mail_autoreply account SQL Injection Information Disclosure Vulnerability
CVE-2020-15626,CentOS Web Panel,(0Day) CentOS Web Panel ajax_dashboard term SQL Injection Information Disclosure Vulnerability
CVE-2020-15625,CentOS Web Panel,(0Day) CentOS Web Panel ajax_add_mailbox username SQL Injection Information Disclosure Vulnerability
CVE-2020-15624,CentOS Web Panel,(0Day) CentOS Web Panel ajax_new_account domain SQL Injection Information Disclosure Vulnerability
CVE-2020-15623,CentOS Web Panel,(0Day) CentOS Web Panel ajax_mod_security archivo Arbitrary File Write Remote Code Execution Vulnerability
CVE-2020-15622,CentOS Web Panel,(0Day) CentOS Web Panel ajax_mail_autoreply search SQL Injection Information Disclosure Vulnerability
CVE-2020-15621,CentOS Web Panel,(0Day) CentOS Web Panel ajax_mail_autoreply email SQL Injection Information Disclosure Vulnerability
CVE-2020-15620,CentOS Web Panel,(0Day) CentOS Web Panel ajax_list_accounts id SQL Injection Information Disclosure Vulnerability
CVE-2020-15619,CentOS Web Panel,(0Day) CentOS Web Panel ajax_list_accounts type SQL Injection Information Disclosure Vulnerability
CVE-2020-15618,CentOS Web Panel,(0Day) CentOS Web Panel ajax_list_accounts username SQL Injection Information Disclosure Vulnerability
CVE-2020-15617,CentOS Web Panel,(0Day) CentOS Web Panel ajax_list_accounts status SQL Injection Information Disclosure Vulnerability
CVE-2020-15616,CentOS Web Panel,(0Day) CentOS Web Panel ajax_list_accounts package SQL Injection Information Disclosure Vulnerability
CVE-2020-15615,CentOS Web Panel,(0Day) CentOS Web Panel ajax_ftp_manager Command Injection Remote Code Execution Vulnerability
CVE-2020-15614,CentOS Web Panel,(0Day) CentOS Web Panel ajax_php_pecl cha Command Injection Remote Code Execution Vulnerability
CVE-2020-15613,CentOS Web Panel,(0Day) CentOS Web Panel ajax_admin_apis line Command Injection Remote Code Execution Vulnerability
CVE-2020-15612,CentOS Web Panel,(0Day) CentOS Web Panel ajax_ftp_manager userLogin Command Injection Remote Code Execution Vulnerability
CVE-2020-15611,CentOS Web Panel,(0Day) CentOS Web Panel ajax_dashboard service_restart Command Injection Remote Code Execution Vulnerability
CVE-2020-15610,CentOS Web Panel,(0Day) CentOS Web Panel ajax_php_pecl modulo Command Injection Remote Code Execution Vulnerability
CVE-2020-15609,CentOS Web Panel,(0Day) CentOS Web Panel ajax_dashboard service_stop Command Injection Remote Code Execution Vulnerability
CVE-2020-15608,CentOS Web Panel,(0Day) CentOS Web Panel ajax_dashboard ai_service Command Injection Remote Code Execution Vulnerability
CVE-2020-15607,CentOS Web Panel,(0Day) CentOS Web Panel ajax_admin_apis line Command Injection Remote Code Execution Vulnerability
CVE-2020-15606,CentOS Web Panel,(0Day) CentOS Web Panel ajax_admin_apis Command Injection Remote Code Execution Vulnerability
CVE-2020-15435,CentOS Web Panel,(0Day) CentOS Web Panel ajax_dashboard service_start Command Injection Remote Code Execution Vulnerability
CVE-2020-15434,CentOS Web Panel,(0Day) CentOS Web Panel ajax_php_pecl canal Command Injection Remote Code Execution Vulnerability
CVE-2020-15433,CentOS Web Panel,(0Day) CentOS Web Panel ajax_php_pecl phpversion Command Injection Remote Code Execution Vulnerability
CVE-2020-15432,CentOS Web Panel,(0Day) CentOS Web Panel ajax_migration_cpanel filespace Command Injection Remote Code Execution Vulnerability
CVE-2020-15431,CentOS Web Panel,(0Day) CentOS Web Panel ajax_crons user Command Injection Remote Code Execution Vulnerability
CVE-2020-15430,CentOS Web Panel,(0Day) CentOS Web Panel ajax_list_accounts username Command Injection Remote Code Execution Vulnerability
CVE-2020-15429,CentOS Web Panel,(0Day) CentOS Web Panel ajax_crons user Command Injection Remote Code Execution Vulnerability
CVE-2020-15428,CentOS Web Panel,(0Day) CentOS Web Panel ajax_crons line Command Injection Remote Code Execution Vulnerability
CVE-2020-15427,CentOS Web Panel,(0Day) CentOS Web Panel ajax_disk_usage folderName Command Injection Remote Code Execution Vulnerability
CVE-2020-15426,CentOS Web Panel,(0Day) CentOS Web Panel ajax_migration_cpanel serverip Command Injection Remote Code Execution Vulnerability
CVE-2020-15425,CentOS Web Panel,(0Day) CentOS Web Panel ajax_mod_security Command Injection Remote Code Execution Vulnerability
CVE-2020-15424,CentOS Web Panel,(0Day) CentOS Web Panel ajax_mod_security domain Command Injection Remote Code Execution Vulnerability
CVE-2020-15423,CentOS Web Panel,(0Day) CentOS Web Panel ajax_mod_security dominio Command Injection Remote Code Execution Vulnerability
CVE-2020-15422,CentOS Web Panel,(0Day) CentOS Web Panel ajax_mod_security archivo Command Injection Remote Code Execution Vulnerability
CVE-2020-15421,CentOS Web Panel,(0Day) CentOS Web Panel ajax_mod_security check_ip Command Injection Remote Code Execution Vulnerability
CVE-2020-15420,CentOS Web Panel,(0Day) CentOS Web Panel loader_ajax line Command Injection Remote Code Execution Vulnerability
,NEC,(0Day) NEC ESMPRO Manager GetEuaLogDownloadAction Directory Traversal Information Disclosure Vulnerability
CVE-2020-12033,Rockwell Automation,(Pwn2Own) Rockwell Automation FactoryTalk View SE AddAgent Missing Authentication for Critical Function Remote Code Execution Vulnerability
,Rockwell Automation,(Pwn2Own) Rockwell Automation FactoryTalk View SE RegisterEDSFiles Directory Traversal Remote Code Execution Vulnerability
CVE-2020-12001,Rockwell Automation,(Pwn2Own) Rockwell Automation FactoryTalk Linx CopyRenameProject Directory Traversal Remote Code Execution Vulnerability
CVE-2020-12027,Rockwell Automation,(Pwn2Own) Rockwell Automation Studio 5000 Version Missing Authentication for Critical Function Information Disclosure Vulnerability
CVE-2020-12031-,Rockwell Automation,(Pwn2Own) Rockwell Automation FactoryTalk View SE Project File Parsing Out-Of-Bounds Access Remote Code Execution Vulnerability
CVE-2020-12029,Rockwell Automation,(Pwn2Own) Rockwell Automation FactoryTalk View SE Directory Traversal Remote Code Execution Vulnerability
CVE-2020-12028,Rockwell Automation,(Pwn2Own) Rockwell Automation FactoryTalk View SE Backup Missing Authentication for Critical Function Vulnerability
CVE-2020-12027,Rockwell Automation,(Pwn2Own) Rockwell Automation FactoryTalk View SE GetHMIProjectPaths Missing Authentication for Critical Function Information Disclosure Vulnerability
CVE-2020-12027,Rockwell Automation,(Pwn2Own) Rockwell Automation FactoryTalk View SE GetHMIProjects Missing Authentication for Critical Function Information Disclosure Vulnerability
CVE-2020-9662,Adobe,Adobe After Effects MP4 File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-9660,Adobe,Adobe After Effects MP4 File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-9661,Adobe,Adobe After Effects 3GP File Parsing Out-Of-Bounds Read Remote Code Execution Vulnerability
CVE-2020-9655,Adobe,Adobe Premiere Rush 3GP File Parsing Out-Of-Bounds Read Remote Code Execution Vulnerability
CVE-2020-9656,Adobe,Adobe Premiere Rush MP4 File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-9657,Adobe,Adobe Premiere Rush MP4 File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-9659,Adobe,Adobe Audition MP4 File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-9658,Adobe,Adobe Audition MP4 File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-9652,Adobe,Adobe Premiere Pro 3GP File Parsing Out-Of-Bounds Read Remote Code Execution Vulnerability
CVE-2020-9653,Adobe,Adobe Premiere Pro MP4 File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-9654,Adobe,Adobe Premiere Pro MP4 File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
,Docker,Docker Desktop Execution with Unnecessary Privileges Privilege Escalation Vulnerability
,Inductive Automation,(0Day) (Pwn2Own) Inductive Automation Ignition ServerMessageHeader Deserialization of Untrusted Data Information Disclosure Vulnerability
,NETGEAR,(0Day) NETGEAR R6700 httpd strtblupgrade Stack-based Buffer Overflow Remote Code Execution Vulnerability
,NETGEAR,(0Day) NETGEAR R6700 httpd Firmware Upload Stack-based Buffer Overflow Remote Code Execution Vulnerability
,NETGEAR,(0Day) NETGEAR R6700 httpd Improper Access Control Information Disclosure Vulnerability
CVE-2020-4216,IBM,IBM Spectrum Protect Plus Hardcoded Username And Password Authentication Bypass Vulnerability
,NETGEAR,(0Day) NETGEAR R6700 httpd strtblupgrade Integer Overflow Remote Code Execution Vulnerability
,NETGEAR,(0Day) NETGEAR R6700 httpd strtblupgrade Heap-based Buffer Overflow Remote Code Execution Vulnerability
,NETGEAR,(0Day) (Pwn2Own) NETGEAR R6700 check_ra Use of a Broken or Risky Cryptographic Algorithm Remote Code Execution Vulnerability
,NETGEAR,(0Day) (Pwn2Own) NETGEAR R6700 check_ra Download of Code Without Integrity Check Remote Code Execution Vulnerability
,NETGEAR,(0Day) (Pwn2Own) NETGEAR R6700 check_ra Improper Certificate Validation Remote Code Execution Vulnerability
,NETGEAR,(0Day) (Pwn2Own) NETGEAR R6700 UPnP NewBlockSiteName Stack-based Buffer Overflow Remote Code Execution Vulnerability
,NETGEAR,(0Day) (Pwn2Own) NETGEAR R6700 UPnP SOAPAction Authentication Bypass Vulnerability
CVE-2020-7280,McAfee,McAfee VirusScan Enterprise Junction Privilege Escalation Vulnerability
,Apple,(0Day) (Pwn2Own) Apple macOS Quarantine Attribute Bypass Vulnerability
CVE-2020-9634,Adobe,Adobe FrameMaker GIF File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-9635,Adobe,Adobe FrameMaker PDF File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-1219,Microsoft,Microsoft Chakra Intl Object Type Confusion Remote Code Execution Vulnerability
CVE-2020-1239,Microsoft,Microsoft Windows Media Player mpg2splt Integer Underflow Remote Code Execution Vulnerability
CVE-2020-1238,Microsoft,Microsoft Windows Media Foundation Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-1238,Microsoft,Microsoft Windows Media Foundation Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-1181,Microsoft,Microsoft SharePoint Server Web Part Remote Code Execution Vulnerability
CVE-2020-1232,Microsoft,Microsoft Windows Media Player DTS Stream Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-1207,Microsoft,Microsoft Windows win32kfull PDEVOBJ Use-After-Free Privilege Escalation Vulnerability
CVE-2020-13818,ManageEngine,ManageEngine OpManager OpmSkipFilter Directory Traversal Information Disclosure Vulnerability
CVE-2020-4449,IBM,IBM WebSphere Application Server IIOP Deserialization of Untrusted Data Information Disclosure Vulnerability
CVE-2020-4450,IBM,IBM WebSphere Application Server IIOP Deserialization of Untrusted Data Remote Code Execution Vulnerability
CVE-2020-4448,IBM,IBM WebSphere UploadFileArgument Directory Traversal Remote Code Execution Vulnerability
CVE-2020-12000,Inductive Automation,(Pwn2Own) Inductive Automation Ignition ServerMessageHeader Deserialization Of Untrusted Data Remote Code Execution Vulnerability
CVE-2020-10644,Inductive Automation,(Pwn2Own) Inductive Automation Ignition getDiffs Deserialization Of Untrusted Data Remote Code Execution Vulnerability
CVE-2020-12004,Inductive Automation,(Pwn2Own) Inductive Automation Ignition getDiffs Missing Authentication for Critical Function Information Disclosure Vulnerability
CVE-2020-10917,NEC,NEC ESMPRO Manager RMI Deserialization of Untrusted Data Remote Code Execution Vulnerability
CVE-2020-9841,Apple,Apple macOS SkyLight Integer Overflow Privilege Escalation Vulnerability
CVE-2020-9800,Apple,Apple Safari HasIndexedProperty Type Confusion Remote Code Execution Vulnerability
CVE-2020-9839,Apple,(Pwn2Own) Apple macOS cfprefsd Time-Of-Check Time-Of-Use Privilege Escalation Vulnerability
CVE-2020-9856,Apple,(Pwn2Own) Apple macOS Core Virtual Machine Service Heap-based Buffer Overflow Vulnerability
CVE-2020-9801,Apple,(Pwn2Own) Apple Safari Symbolic Link Arbitrary Application Execution Vulnerability
CVE-2020-8604,Trend Micro,Trend Micro InterScan Web Security Virtual Appliance Apache Solr Directory Traversal Information Disclosure Vulnerability
CVE-2020-8606,Trend Micro,Trend Micro InterScan Web Security Virtual Appliance Apache Solr Authentication Bypass Vulnerability
CVE-2020-8605,Trend Micro,Trend Micro InterScan Web Security Virtual Appliance Command Injection Remote Code Execution Vulnerability
CVE-2020-8603,Trend Micro,Trend Micro InterScan Web Security Virtual Appliance Cross-Site Scripting Vulnerability
CVE-2020-9815,Apple,Apple macOS AudioToolboxCore CAF File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-9816,Apple,Apple macOS libFontParser Font Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-9850,Apple,(Pwn2Own) Apple Safari In Operator JIT Type Confusion Remote Code Execution Vulnerability
CVE-2020-9791,Apple,Apple macOS AudioToolboxCore AIFF File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-9617,Adobe,Adobe Premiere Rush MOV File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-9616,Adobe,Adobe Premiere Pro MOV File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-9586,Adobe,Adobe Character Animator EPS BoundingBox Element Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-9618,Adobe,Adobe Audition MOV File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
,Microsoft,(0Day) Microsoft Windows WLAN Connection Profile Missing Authentication Privilege Escalation Vulnerability
CVE-2020-0916,Microsoft,(0Day) Microsoft Windows splwow64 Untrusted Pointer Dereference Privilege Escalation Vulnerability
CVE-2020-0915,Microsoft,(0Day) Microsoft Windows splwow64 Untrusted Pointer Dereference Information Disclosure Vulnerability
CVE-2020-0986,Microsoft,(0Day) Microsoft Windows splwow64 Untrusted Pointer Dereference Privilege Escalation Vulnerability
CVE-2020-0915,Microsoft,(0Day) Microsoft Windows splwow64 Untrusted Pointer Dereference Privilege Escalation Vulnerability
CVE-2020-7455,FreeBSD,FreeBSD Kernel NAT Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-7454,FreeBSD,FreeBSD Kernel NAT Out-Of-Bounds Access Remote Code Execution Vulnerability
CVE-2020-7454,FreeBSD,FreeBSD Kernel NAT Out-Of-Bounds Access Remote Code Execution Vulnerability
CVE-2020-7493,Schneider Electric,Schneider Electric EcoStruxure Operator Terminal Expert VXDZ File Parsing Directory Traversal Remote Code Execution Vulnerability
CVE-2020-7495,Schneider Electric,(Pwn2Own) Schneider Electric EcoStructure Operator Terminal Expert ZIP Path Traversal Remote Code Execution Vulnerability
CVE-2020-7494,Schneider Electric,(Pwn2Own) Schneider Electric EcoStructure Operator Terminal Expert VXDZ Arbitrary Library Load Remote Code Execution Vulnerability
CVE-2020-12019,Advantech,(0Day) Advantech WebAccess Node Incorrect Permission Assignment Privilege Escalation Vulnerability
CVE-2020-12019,Advantech,(0Day) Advantech WebAccess Node DATACORE Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-9612,Adobe,Adobe Acrobat Reader DC JPEG2000 File Parsing Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-9597,Adobe,Adobe Acrobat Reader DC JPEG File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-9606,Adobe,(Pwn2Own) Adobe Acrobat Reader DC Field Use-After-Free Remote Code Execution Vulnerability
CVE-2020-6652,Eaton,Eaton Intelligent Power Manager mc2 Incorrect Privilege Assignment Privilege Escalation Vulnerability
CVE-2020-6651,Eaton,Eaton Intelligent Power Manager mc2 Command Injection Remote Code Execution Vulnerability
CVE-2020-1102,Microsoft,Microsoft SharePoint Shared Forms Incomplete Blacklist Remote Code Execution Vulnerability
CVE-2020-0987,Microsoft,Microsoft Windows EMF EMR_SETDIBITSTODEVICE Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-1135,Microsoft,(Pwn2Own) Microsoft Windows DirectComposition SetReferenceArrayProperty Use-After-Free Privilege Escalation Vulnerability
CVE-2020-1062,Microsoft,Microsoft Internet Explorer JScript Garbage Collection Use-After-Free Remote Code Execution Vulnerability
CVE-2020-1126,Microsoft,Microsoft Windows Media Player HEVC Stream Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-1126,Microsoft,Microsoft Windows Media Player HEVC Stream Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-1028,Microsoft,Microsoft Windows Media Player HEVC Stream Parsing Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-1096,Microsoft,Microsoft Windows PDF Library DirectWrite Use-After-Free Remote Code Execution Vulnerability
CVE-2020-1051,Microsoft,Microsoft Windows JET Database Engine Memory Corruption Remote Code Execution Vulnerability
CVE-2020-1150,Microsoft,Microsoft Internet Explorer CWMPErrorDlg Use-After-Free Remote Code Execution Vulnerability
CVE-2020-1176,Microsoft,Microsoft Windows JET Database Engine Memory Corruption Remote Code Execution Vulnerability
CVE-2020-1174,Microsoft,Microsoft Windows JET Database Engine Memory Corruption Remote Code Execution Vulnerability
CVE-2020-1175,Microsoft,Microsoft Windows JET Database Engine Memory Corruption Remote Code Execution Vulnerability
CVE-2020-10638,Advantech,Advantech WebAccess/SCADA BwBacNetJ Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-12002,Advantech,Advantech WebAccess/SCADA BwBacNetJ Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-12002,Advantech,Advantech WebAccess/SCADA BwBacNetJ Stack-based Buffer Overflow Remote Code Execution Vulnerability
,Advantech,Advantech WebAccess IOCTL 0x2711 bwscrp Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10638,Advantech,Advantech WebAccess/SCADA BwWebSvc IOCTL 0x00013c80 Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-12018,Advantech,Advantech WebAccess/SCADA DrawSrv IOCTL 0x00002722 Out-Of-Bounds Read Information Disclosure Vulnerability
,Advantech,Advantech WebAccess/SCADA DATACORE IOCTL 0x5217 Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-12018,Advantech,Advantech WebAccess/SCADA ViewSrv IOCTL 0x00002722 Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-12026,Advantech,Advantech WebAccess/SCADA DrawSrv IOCTL 0x0000277d Directory Traversal Remote Code Execution Vulnerability
CVE-2020-12026,Advantech,Advantech WebAccess/SCADA ViewSrv IOCTL 0x0000277d Directory Traversal Remote Code Execution Vulnerability
CVE-2020-12002,Advantech,Advantech WebAccess/SCADA SyntecUA Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-12002,Advantech,Advantech WebAccess/SCADA OPCUA Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10638,Advantech,Advantech WebAccess/SCADA ModDuDrv Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-12002,Advantech,Advantech WebAccess/SCADA GpsET200 Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10638,Advantech,Advantech WebAccess/SCADA BwTCPIP Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10638,Advantech,Advantech WebAccess/SCADA BwTCPIP Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-12002,Advantech,Advantech WebAccess/SCADA BacNetDrvJ Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10638,Advantech,Advantech WebAccess/SCADA BwWebSvc IOCTL 0x00013c84 Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10638,Advantech,Advantech WebAccess/SCADA BwWebSvc IOCTL 0x00013c7b Integer Overflow Remote Code Execution Vulnerability
CVE-2020-10638,Advantech,Advantech WebAccess/SCADA BwWebSvc IOCTL 0x00013c77 Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-12014,Advantech,Advantech WebAccess/SCADA BwWebSvc IOCTL 0x00013c76 IOCTL 0x00013c77 SQL Injection Information Disclosure Vulnerability
CVE-2020-12014,Advantech,Advantech WebAccess/SCADA BwWebSvc IOCTL 0x00013c74 IOCTL 0x00013c75 SQL Injection Information Disclosure Vulnerability
CVE-2020-12014,Advantech,Advantech WebAccess/SCADA BwWebSvc IOCTL 0x00013c71 SQL Injection Information Disclosure Vulnerability
,Advantech,Advantech WebAccess/SCADA DATACORE IOCTL 0x5218 Heap-based Buffer Overflow Remote Code Execution Vulnerability
,Advantech,Advantech WebAccess/SCADA DATACORE IOCTL 0x521B Heap-based Buffer Overflow Remote Code Execution Vulnerability
,Advantech,Advantech WebAccess/SCADA DATACORE IOCTL 0x520B Heap-based Buffer Overflow Remote Code Execution Vulnerability
,Advantech,Advantech WebAccess/SCADA DATACORE IOCTL 0x5213 Heap-based Buffer Overflow Remote Code Execution Vulnerability
,Advantech,Advantech WebAccess/SCADA DATACORE IOCTL 0x5208 Heap-based Buffer Overflow Remote Code Execution Vulnerability
,Advantech,Advantech WebAccess/SCADA DATACORE IOCTL 0x5209 Heap-based Buffer Overflow Remote Code Execution Vulnerability
,Advantech,Advantech WebAccess/SCADA DATACORE IOCTL 0x520B Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-12006,Advantech,Advantech WebAccess/SCADA DrawSrv IOCTL 0x00002711 Command Injection Remote Code Execution Vulnerability
CVE-2020-10638,Advantech,Advantech WebAccess/SCADA DrawSrv IOCTL 0x00002774 Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10638,Advantech,Advantech WebAccess/SCADA DrawSrv IOCTL 0x00002723 Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10638,Advantech,Advantech WebAccess/SCADA DrawSrv IOCTL 0x00002775 Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10638,Advantech,Advantech WebAccess/SCADA DATACORE IOCTL 0x0000791d Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10638,Advantech,Advantech WebAccess/SCADA DATACORE IOCTL 0x0000791e Integer Overflow Remote Code Execution Vulnerability
CVE-2020-10638,Advantech,Advantech WebAccess/SCADA DATACORE IOCTL 0x0000791c Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-12022,Advantech,Advantech WebAccess/SCADA DATACORE IOCTL 0x0000521e Improper Validation of Array Index Remote Code Execution Vulnerability
CVE-2020-10638,Advantech,Advantech WebAccess/SCADA DATACORE IOCTL 0x00005226 Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10638,Advantech,Advantech WebAccess/SCADA ViewSrv IOCTL 0x00002775 Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-12006,Advantech,Advantech WebAccess/SCADA ViewSrv IOCTL 0x00002711 Command Injection Remote Code Execution Vulnerability
CVE-2020-10638,Advantech,Advantech WebAccess/SCADA ViewSrv IOCTL 0x00002774 Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10638,Advantech,Advantech WebAccess/SCADA ViewSrv IOCTL 0x00002723 Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-12002,Advantech,Advantech WebAccess/SCADA DATACORE IOCTL 0x00005227 Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-12002,Advantech,Advantech WebAccess/SCADA DATACORE IOCTL 0x0000791e Directory Traversal Remote Code Execution Vulnerability
CVE-2020-12002,Advantech,Advantech WebAccess/SCADA DATACORE IOCTL 0x00005241 Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-12006,Advantech,Advantech WebAccess/SCADA DATACORE IOCTL 0x0000791e Directory Traversal Remote Code Execution Vulnerability
CVE-2020-10626,Schneider Electric,Schneider Electric EcoStruxure IT Gateway Improper Access Control Privilege Escalation Vulnerability
CVE-2020-3915,Apple,Apple macOS printtool Daemon Improper Input Validation Privilege Escalation Vulnerability
,Trading Technologies,Trading Technologies X_TRADER remove_park Stack-based Buffer Overflow Remote Code Execution Vulnerability
,Trading Technologies,Trading Technologies X_TRADER disconnect_proxy_site Stack-based Buffer Overflow Remote Code Execution Vulnerability
,Trading Technologies,Trading Technologies X_TRADER block_proxy_site Stack-based Buffer Overflow Remote Code Execution Vulnerability
,Trading Technologies,Trading Technologies X_TRADER unblock_proxy_site Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-2575,Oracle,(Pwn2Own) Oracle VirtualBox OHCI Uninitialized Variable Privilege Escalation Vulnerability
CVE-2020-2894,Oracle,(Pwn2Own) Oracle VirtualBox E1000 IP Checksum Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-9568,Adobe,Adobe Bridge DCM File Parsing Memory Corruption Remote Code Execution Vulnerability
CVE-2020-3765,Adobe,Adobe After Effects MP4 File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-0744,Microsoft,Microsoft Windows user32 DIB Scaling Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-10622,LAquis,LAquis SCADA LGX File Insufficient UI Warning Information Disclosure Vulnerability
CVE-2020-10622,LAquis,LAquis SCADA LGX File Insufficient UI Warning Information Disclosure Vulnerability
CVE-2020-10618,LAquis,LAquis SCADA LGX File Insufficient UI Warning Arbitrary File Creation Vulnerability
CVE-2020-10618,LAquis,LAquis SCADA LGX File Insufficient UI Warning Arbitrary File Creation Vulnerability
CVE-2020-10618,LAquis,LAquis SCADA LGX File Insufficient UI Warning Arbitrary File Creation Vulnerability
CVE-2020-10618,LAquis,LAquis SCADA LGX File Insufficient UI Warning Arbitrary File Creation Vulnerability
CVE-2020-10618,LAquis,LAquis SCADA LGX File Insufficient UI Warning Arbitrary File Creation Vulnerability
CVE-2020-2883,Oracle,Oracle WebLogic Server T3 Protocol Deserialization of Untrusted Data Remote Code Execution Vulnerability
CVE-2020-9553,Adobe,Adobe Bridge TIF File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-9565,Adobe,Adobe Bridge PostScript callothersubr Command Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-9567,Adobe,Adobe Bridge TTF File Parsing Use-After-Free Information Disclosure Vulnerability
CVE-2020-9554,Adobe,Adobe Bridge GIF File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-9555,Adobe,Adobe Bridge EPS BoundingBox Element Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-9556,Adobe,Adobe Bridge PostScript put Command Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-9557,Adobe,Adobe Bridge PostScript blend Command Out-Of-Bounds Read Remote Code Execution Vulnerability
CVE-2020-9558,Adobe,Adobe Bridge PostScript File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-9560,Adobe,Adobe Bridge PostScript drop Command Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-9559,Adobe,Adobe Bridge PostScript load Command Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-9561,Adobe,Adobe Bridge PostScript callothersubr Command Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-9562,Adobe,Adobe Bridge PCX File Parsing Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-9563,Adobe,Adobe Bridge PostScript CharString Directory Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-9564,Adobe,Adobe Bridge PostScript hsbw Command Out-Of-Bounds Write Remote Code Execution Vulnerability
